profit,poids,Nombre génération,Nombre population,Nombre meilleur solution sélectionnée,Probabilité crossover,Probabilité mutation,Items sélectionnés,Type population initiale
970,970,"4,75,82,53",200,30,9,0.5,0.3,MEDIUM,2.6060304641723633
925,939,"2,13,22,39",200,30,9,0.5,0.3,LOW,2.493330478668213
970,970,"11,92,22",200,20,6,0.5,0.3,MEDIUM,2.33774733543396
925,939,"90,92,45,77",200,20,6,0.5,0.3,HIGH,2.433492422103882
970,970,4,200,20,6,0.5,0.3,LOW,2.3537046909332275
970,970,"1,2",200,10,3,0.5,0.3,HIGH,2.7277047634124756
880,908,"77,50,82,52,92",200,10,3,0.5,0.3,MEDIUM,2.575113534927368
970,970,"19,13,75",190,150,45,0.5,0.3,HIGH,2.0016467571258545
970,970,"52,12,45",200,10,3,0.5,0.3,LOW,2.367668867111206
925,939,"3,92,39",190,150,45,0.5,0.3,LOW,1.4670753479003906
887,943,"36,75,77,84,53,55",190,150,45,0.5,0.3,MEDIUM,1.7852256298065186
925,939,"90,2,75,53",190,140,42,0.5,0.3,HIGH,1.8330974578857422
970,970,"92,46",190,140,42,0.5,0.3,LOW,1.5269157886505127
887,943,"46,84,90,63,96",190,140,42,0.5,0.3,MEDIUM,1.86301851272583
925,939,"77,13,39,48",190,130,39,0.5,0.3,HIGH,1.9278450012207031
925,939,"76,53,22,90",190,130,39,0.5,0.3,LOW,1.795198678970337
925,939,"22,55,90",190,130,39,0.5,0.3,MEDIUM,1.897923231124878
970,970,"75,77,92,31",190,120,36,0.5,0.3,HIGH,1.650585651397705
925,939,"75,77,82,84,92",190,120,36,0.5,0.3,MEDIUM,1.9218604564666748
970,970,"13,79",190,120,36,0.5,0.3,LOW,1.803177833557129
970,970,"82,77,53",190,110,33,0.5,0.3,HIGH,1.8749849796295166
925,939,"35,75,22,31",190,110,33,0.5,0.3,MEDIUM,1.8939344882965088
887,943,"65,74,14",190,100,30,0.5,0.3,HIGH,1.7523136138916016
970,970,"1,2,75,53",190,100,30,0.5,0.3,MEDIUM,1.8819677829742432
970,970,"2,28,46",190,110,33,0.5,0.3,LOW,2.010622024536133
970,970,"4,77,55",190,100,30,0.5,0.3,LOW,2.0854227542877197
887,943,"35,36,75,31",190,90,27,0.5,0.3,HIGH,1.9238555431365967
970,970,"76,22",190,90,27,0.5,0.3,MEDIUM,1.9876840114593506
970,970,"73,92,77",190,90,27,0.5,0.3,LOW,1.7602927684783936
970,970,"73,92,75",190,80,24,0.5,0.3,HIGH,1.8969268798828125
970,970,"1,77,46",190,80,24,0.5,0.3,LOW,1.9258496761322021
925,939,"99,75,39",190,80,24,0.5,0.3,MEDIUM,2.0186009407043457
925,939,"75,77,53,22,90,32",190,70,21,0.5,0.3,HIGH,2.124319076538086
970,970,"92,54",190,70,21,0.5,0.3,MEDIUM,2.0016462802886963
970,970,"53,22,92,28",190,70,21,0.5,0.3,LOW,1.9527790546417236
970,970,"92,21",190,60,18,0.5,0.3,HIGH,2.054504632949829
925,939,"13,77,82,90,92",190,60,18,0.5,0.3,MEDIUM,1.9657423496246338
970,970,"1,2,22",190,60,18,0.5,0.3,LOW,2.059492588043213
970,970,"1,12",190,50,15,0.5,0.3,HIGH,2.0465269088745117
887,943,"4,39,92",190,50,15,0.5,0.3,MEDIUM,2.192136526107788
970,970,"2,76,22",190,50,15,0.5,0.3,LOW,2.091407060623169
970,970,"2,92,85,46",190,40,12,0.5,0.3,HIGH,1.9876823425292969
925,939,"60,53,22,39",190,40,12,0.5,0.3,LOW,2.063481330871582
970,970,"13,46,45",190,40,12,0.5,0.3,MEDIUM,2.2240524291992188
970,970,"53,6",190,30,9,0.5,0.3,HIGH,2.144265651702881
925,939,"82,35,68",190,30,9,0.5,0.3,MEDIUM,2.1153409481048584
970,970,"2,75,44,77",190,30,9,0.5,0.3,LOW,1.893934726715088
970,970,"21,22",190,20,6,0.5,0.3,HIGH,2.116339683532715
925,939,"2,13,77,84,53,22",190,20,6,0.5,0.3,MEDIUM,2.0355560779571533
887,943,"58,52,85,22,59",190,20,6,0.5,0.3,LOW,2.006634473800659
925,939,"1,53,90,92",190,10,3,0.5,0.3,HIGH,1.9906768798828125
970,970,"2,4,13",190,10,3,0.5,0.3,LOW,2.036553144454956
925,939,"75,13,85,90,92",190,10,3,0.5,0.3,MEDIUM,2.152243137359619
849,947,"52,90,13,62",180,150,45,0.5,0.3,HIGH,1.4860265254974365
970,970,"3,13",180,150,45,0.5,0.3,MEDIUM,1.3454012870788574
970,970,"97,53",180,150,45,0.5,0.3,LOW,1.4311718940734863
880,908,"82,92,96",180,140,42,0.5,0.3,HIGH,1.4371559619903564
925,939,"35,44,77,92",180,140,42,0.5,0.3,MEDIUM,1.4192030429840088
887,943,"84,22,87,28",180,140,42,0.5,0.3,LOW,1.4052424430847168
970,970,"12,13,46",180,130,39,0.5,0.3,HIGH,1.4032471179962158
925,939,"35,95",180,130,39,0.5,0.3,MEDIUM,1.570265769958496
970,970,"2,83",180,130,39,0.5,0.3,LOW,1.5203602313995361
970,970,"4,52,53,22",180,120,36,0.5,0.3,HIGH,1.6929326057434082
887,943,"65,2,39,77,82,53,90",180,120,36,0.5,0.3,MEDIUM,1.6141419410705566
887,943,"90,39,75,77,96",180,120,36,0.5,0.3,LOW,1.609156847000122
970,970,"4,13,22",180,110,33,0.5,0.3,HIGH,1.6640079021453857
970,970,"76,13,77",180,110,33,0.5,0.3,MEDIUM,1.6879444122314453
887,943,"90,34,84,14",180,110,33,0.5,0.3,LOW,1.5737836360931396
970,970,"2,75,68,77",180,100,30,0.5,0.3,HIGH,1.6017491817474365
887,943,"2,82,87,90",180,100,30,0.5,0.3,MEDIUM,1.6994547843933105
970,970,"11,12",180,100,30,0.5,0.3,LOW,1.6485252380371094
925,939,"90,74,92",180,90,27,0.5,0.3,HIGH,1.660588264465332
925,939,"90,99,77",180,90,27,0.5,0.3,MEDIUM,1.6376512050628662
970,970,"3,13",180,90,27,0.5,0.3,LOW,1.6595335006713867
970,970,28,180,80,24,0.5,0.3,HIGH,1.7642865180969238
970,970,"75,77,83",180,80,24,0.5,0.3,MEDIUM,1.8121590614318848
887,943,"82,87,32",180,80,24,0.5,0.3,LOW,1.818657636642456
887,943,"39,75,84,55,92,96",180,70,21,0.5,0.3,HIGH,1.8447728157043457
887,943,"90,78,79",180,70,21,0.5,0.3,MEDIUM,1.86561918258667
970,970,4,180,70,21,0.5,0.3,LOW,1.8961544036865234
970,970,"82,79",180,60,18,0.5,0.3,HIGH,1.8803021907806396
970,970,"2,12,32",180,60,18,0.5,0.3,MEDIUM,1.9101893901824951
887,943,"84,36,46,32",180,60,18,0.5,0.3,LOW,1.925537109375
887,943,"35,39,48,50,22",180,50,15,0.5,0.3,HIGH,1.9381091594696045
970,970,"82,79",180,50,15,0.5,0.3,MEDIUM,1.89011812210083
970,970,28,180,50,15,0.5,0.3,LOW,1.9186196327209473
887,943,"75,45,22,8",180,40,12,0.5,0.3,HIGH,1.9509639739990234
970,970,"73,2,75",180,40,12,0.5,0.3,MEDIUM,1.8791091442108154
970,970,"75,76,13",180,40,12,0.5,0.3,LOW,1.8824210166931152
970,970,"2,52,76",180,30,9,0.5,0.3,HIGH,1.8132538795471191
970,970,"2,13",180,30,9,0.5,0.3,MEDIUM,1.8799521923065186
887,943,"34,35,39,59",180,30,9,0.5,0.3,LOW,1.8252651691436768
887,943,"35,77,53,27",180,20,6,0.5,0.3,HIGH,1.9174840450286865
925,939,"12,82,92,84",180,20,6,0.5,0.3,LOW,1.7827990055084229
925,939,"13,39,31",180,20,6,0.5,0.3,MEDIUM,1.8985271453857422
887,943,"84,52,27,61",180,10,3,0.5,0.3,HIGH,1.802464246749878
925,939,"1,82,84",180,10,3,0.5,0.3,MEDIUM,1.803434133529663
887,943,"2,71,22,82",170,150,45,0.5,0.3,HIGH,1.1551141738891602
970,970,"61,48",170,150,45,0.5,0.3,MEDIUM,1.2448313236236572
925,939,"2,39,34",180,10,3,0.5,0.3,LOW,1.7884042263031006
887,943,"2,35,77,14,90,32",170,150,45,0.5,0.3,LOW,1.316498041152954
970,970,"12,45,22",170,140,42,0.5,0.3,HIGH,1.3603408336639404
970,970,"75,52,53,63",170,140,42,0.5,0.3,MEDIUM,1.3463778495788574
887,943,"39,13,14,45,84",170,140,42,0.5,0.3,LOW,1.2715680599212646
887,943,"75,46,84,85,90,96",170,130,39,0.5,0.3,HIGH,1.3213233947753906
887,943,"39,52,90,59",170,130,39,0.5,0.3,MEDIUM,1.2986469268798828
970,970,"2,75,52,77",170,130,39,0.5,0.3,LOW,1.3636980056762695
925,939,"97,90",170,120,36,0.5,0.3,HIGH,1.5202388763427734
925,939,"35,75,53,60",170,120,36,0.5,0.3,MEDIUM,1.478419303894043
887,943,"53,39,75,78",170,120,36,0.5,0.3,LOW,1.4235663414001465
925,939,"39,75,77,13,52,22",170,110,33,0.5,0.3,HIGH,1.5159406661987305
970,970,"92,21",170,110,33,0.5,0.3,MEDIUM,1.524958848953247
887,943,"34,27,39",170,110,33,0.5,0.3,LOW,1.4638595581054688
970,970,"75,92,53,31",170,100,30,0.5,0.3,HIGH,1.5179800987243652
887,943,"75,82,53,58",170,100,30,0.5,0.3,MEDIUM,1.5639050006866455
925,939,"35,75,13,52,53,22",170,100,30,0.5,0.3,LOW,1.5568573474884033
887,943,"35,75,22,27,92",170,90,27,0.5,0.3,HIGH,1.5555870532989502
970,970,"2,3,77",170,90,27,0.5,0.3,MEDIUM,1.4632554054260254
970,970,"1,12",170,90,27,0.5,0.3,LOW,1.5449929237365723
970,970,"1,32",170,80,24,0.5,0.3,HIGH,1.639322280883789
925,939,"13,84,22,32",170,80,24,0.5,0.3,MEDIUM,1.548311471939087
970,970,"2,83",170,70,21,0.5,0.3,HIGH,1.5811738967895508
970,970,"2,12,13,53",170,80,24,0.5,0.3,LOW,1.635068655014038
925,939,"39,13,77,53,32",170,70,21,0.5,0.3,MEDIUM,1.6593759059906006
970,970,"11,75,46",170,70,21,0.5,0.3,LOW,1.6144509315490723
970,970,"12,75,52",170,60,18,0.5,0.3,HIGH,1.621504545211792
970,970,"68,75,77,22",170,60,18,0.5,0.3,MEDIUM,1.6029715538024902
970,970,"2,46,52,53,22",170,60,18,0.5,0.3,LOW,1.6806883811950684
887,943,"65,2,4,50",170,50,15,0.5,0.3,MEDIUM,1.7055988311767578
970,970,"1,2",170,50,15,0.5,0.3,HIGH,1.732611894607544
970,970,"2,4,53,22",170,50,15,0.5,0.3,LOW,1.7618803977966309
970,970,"2,61,22,53",170,40,12,0.5,0.3,HIGH,1.8477387428283691
925,939,"75,13,82,84,52",170,40,12,0.5,0.3,MEDIUM,1.8546504974365234
887,943,"12,13,14,39",170,40,12,0.5,0.3,LOW,1.804783582687378
970,970,"13,22",170,30,9,0.5,0.3,HIGH,1.825749397277832
925,939,"12,46,22,90",170,30,9,0.5,0.3,MEDIUM,1.8454806804656982
970,970,"1,2,52",170,30,9,0.5,0.3,LOW,1.871544361114502
887,943,"65,2,84,90,61",170,20,6,0.5,0.3,HIGH,1.8401479721069336
925,939,"2,45,82,84",170,20,6,0.5,0.3,MEDIUM,1.9228379726409912
970,970,"77,63,48",170,20,6,0.5,0.3,LOW,1.8420536518096924
925,939,"2,35,77,13,53,92",170,10,3,0.5,0.3,HIGH,1.9248321056365967
925,939,"82,35,52,53,92,77",160,150,45,0.5,0.3,HIGH,1.2895514965057373
970,970,"2,12,32",160,150,45,0.5,0.3,MEDIUM,1.2516529560089111
925,939,"35,77,55,45",170,10,3,0.5,0.3,MEDIUM,1.9916532039642334
887,943,"77,19,84,90,96",160,140,42,0.5,0.3,HIGH,1.0850977897644043
970,970,"1,55",160,150,45,0.5,0.3,LOW,1.272596836090088
849,947,"27,46,50,59,92",170,10,3,0.5,0.3,LOW,1.943934679031372
925,939,"73,22,39",160,140,42,0.5,0.3,MEDIUM,1.152916431427002
970,970,"99,77,75",160,140,42,0.5,0.3,LOW,1.2396843433380127
970,970,"12,52,32",160,130,39,0.5,0.3,MEDIUM,1.220735788345337
887,943,"35,39,12,13,14",160,130,39,0.5,0.3,HIGH,1.294538974761963
970,970,"77,22,53,92,32",160,130,39,0.5,0.3,LOW,1.171865701675415
970,970,"75,12,85,22",160,120,36,0.5,0.3,HIGH,1.2526493072509766
887,943,"2,77,78,84,85",160,120,36,0.5,0.3,MEDIUM,1.2147510051727295
970,970,"2,11,52",160,120,36,0.5,0.3,LOW,1.3114922046661377
925,939,"76,84,53,92",160,110,33,0.5,0.3,HIGH,1.2795774936676025
970,970,"2,4,13",160,110,33,0.5,0.3,LOW,1.2317044734954834
970,970,"4,53,63",160,110,33,0.5,0.3,MEDIUM,1.3563718795776367
849,947,"2,59,85,10",160,100,30,0.5,0.3,HIGH,1.3763203620910645
887,943,"50,75,68",160,100,30,0.5,0.3,MEDIUM,1.263620376586914
849,947,"65,72,53,59,92",160,100,30,0.5,0.3,LOW,1.352384328842163
887,943,"2,81,53,32",160,90,27,0.5,0.3,HIGH,1.4221229553222656
970,970,"4,53,32",160,90,27,0.5,0.3,MEDIUM,1.4480998516082764
887,943,"2,35,13,22,27",160,90,27,0.5,0.3,LOW,1.4191772937774658
925,939,"39,75,82",160,80,24,0.5,0.3,HIGH,1.4790334701538086
970,970,"53,63",160,80,24,0.5,0.3,MEDIUM,1.3843376636505127
970,970,"68,75,53,92",160,80,24,0.5,0.3,LOW,1.4511606693267822
887,943,"45,53,27,92",160,70,21,0.5,0.3,HIGH,1.4698290824890137
880,908,"39,73,90,77",160,70,21,0.5,0.3,MEDIUM,1.409116506576538
970,970,"2,13,52,53,22",160,70,21,0.5,0.3,LOW,1.7551448345184326
887,943,"39,75,84,53,90,61",160,60,18,0.5,0.3,HIGH,1.6195075511932373
887,943,"84,53,72,75",160,60,18,0.5,0.3,LOW,1.6322274208068848
925,939,"1,2,53,90",160,60,18,0.5,0.3,MEDIUM,1.8696918487548828
925,939,"2,35,12,13",160,50,15,0.5,0.3,HIGH,1.6203062534332275
925,939,"35,77,53,28",160,50,15,0.5,0.3,MEDIUM,2.0102224349975586
925,939,"1,77,22,90",160,50,15,0.5,0.3,LOW,1.750993013381958
887,943,"2,35,36,75,53",160,40,12,0.5,0.3,MEDIUM,1.862694263458252
925,939,"90,13,31",160,40,12,0.5,0.3,HIGH,1.8766930103302002
880,908,"4,13,14",160,40,12,0.5,0.3,LOW,1.6415445804595947
925,939,"2,35,22,92",160,30,9,0.5,0.3,MEDIUM,1.6744105815887451
970,970,61,160,30,9,0.5,0.3,HIGH,1.7617008686065674
925,939,"35,4,75,77,52",160,30,9,0.5,0.3,LOW,1.7201881408691406
887,943,"68,39,75,14,90",160,20,6,0.5,0.3,HIGH,1.7011125087738037
970,970,"75,77,13,85,52",160,20,6,0.5,0.3,MEDIUM,1.75046706199646
970,970,"77,13,22,32",160,20,6,0.5,0.3,LOW,1.7734894752502441
925,939,"2,35,13,82,53",160,10,3,0.5,0.3,HIGH,1.7225799560546875
970,970,"2,12,13,77",160,10,3,0.5,0.3,MEDIUM,1.728532075881958
925,939,"84,68,22",150,150,45,0.5,0.3,HIGH,1.1804664134979248
970,970,"77,46,53",150,150,45,0.5,0.3,MEDIUM,1.1116502285003662
887,943,"8,12,77,52",160,10,3,0.5,0.3,LOW,1.7805166244506836
842,912,"90,59,75,58",150,150,45,0.5,0.3,LOW,1.156686782836914
970,970,"75,4,63",150,140,42,0.5,0.3,MEDIUM,1.1256494522094727
970,970,"1,75,13",150,140,42,0.5,0.3,HIGH,1.1884818077087402
970,970,"83,92",150,140,42,0.5,0.3,LOW,1.1416382789611816
925,939,"4,39,75,77,22",150,130,39,0.5,0.3,MEDIUM,1.1525611877441406
925,939,"28,75,52,39",150,130,39,0.5,0.3,HIGH,1.216390609741211
925,939,"52,35,3",150,130,39,0.5,0.3,LOW,1.2297558784484863
970,970,"3,52,75",150,120,36,0.5,0.3,MEDIUM,1.3393077850341797
925,939,"2,35,34",150,120,36,0.5,0.3,HIGH,1.4659686088562012
970,970,"2,28,53",150,110,33,0.5,0.3,HIGH,1.3933169841766357
887,943,"35,52,53,22,84,59",150,120,36,0.5,0.3,LOW,1.529951572418213
925,939,"39,74,92",150,110,33,0.5,0.3,MEDIUM,1.423290491104126
887,943,"4,50,22,59",150,110,33,0.5,0.3,LOW,1.5110557079315186
925,939,"2,35,53,31",150,100,30,0.5,0.3,HIGH,1.430591106414795
970,970,48,150,100,30,0.5,0.3,MEDIUM,1.2870848178863525
887,943,"77,31,96",150,100,30,0.5,0.3,LOW,1.2232558727264404
970,970,"1,82,77",150,90,27,0.5,0.3,MEDIUM,1.303666114807129
970,970,"52,4,85",150,90,27,0.5,0.3,HIGH,1.4024617671966553
887,943,"65,2,75,77,82,96",150,90,27,0.5,0.3,LOW,1.4673082828521729
970,970,"82,4,52",150,80,24,0.5,0.3,HIGH,1.4767265319824219
970,970,28,150,80,24,0.5,0.3,MEDIUM,1.814915657043457
970,970,"3,13",150,80,24,0.5,0.3,LOW,2.1484034061431885
970,970,"11,32",150,70,21,0.5,0.3,HIGH,2.587278127670288
887,943,"2,39,72,28",150,60,18,0.5,0.3,HIGH,2.2243363857269287
925,939,"35,85,75",150,70,21,0.5,0.3,MEDIUM,2.526662826538086
970,970,"2,13,53,32",150,60,18,0.5,0.3,MEDIUM,2.1650516986846924
970,970,"77,46,22,55",150,70,21,0.5,0.3,LOW,2.816547155380249
887,943,"84,36,92,77,63",150,60,18,0.5,0.3,LOW,2.458669900894165
925,939,"39,12,82,52",150,50,15,0.5,0.3,HIGH,1.6664083003997803
970,970,"52,12",150,50,15,0.5,0.3,MEDIUM,1.498450517654419
970,970,"12,77,85,53",150,50,15,0.5,0.3,LOW,1.5084702968597412
970,970,"2,11,52",150,40,12,0.5,0.3,MEDIUM,1.6451070308685303
970,970,"2,13",150,40,12,0.5,0.3,HIGH,1.6520874500274658
970,970,"2,13",150,40,12,0.5,0.3,LOW,1.6723196506500244
925,939,"99,35,75",150,30,9,0.5,0.3,HIGH,1.5435614585876465
970,970,"22,79",150,30,9,0.5,0.3,MEDIUM,1.4717533588409424
970,970,4,150,30,9,0.5,0.3,LOW,1.576831579208374
970,970,"2,77,53,55",150,20,6,0.5,0.3,HIGH,1.594735860824585
970,970,"11,12",150,20,6,0.5,0.3,MEDIUM,1.5069701671600342
970,970,"52,53,79",150,20,6,0.5,0.3,LOW,1.6485905647277832
887,943,"36,39,12,77,52",150,10,3,0.5,0.3,HIGH,1.5857760906219482
887,943,"2,75,46,53,87",150,10,3,0.5,0.3,MEDIUM,1.6297087669372559
970,970,"77,6",140,150,45,0.5,0.3,HIGH,0.9904181957244873
925,939,"82,90,76",140,150,45,0.5,0.3,MEDIUM,1.0255014896392822
880,908,"2,35,68,39",150,10,3,0.5,0.3,LOW,1.6040492057800293
887,943,"35,84,85,55,96",140,150,45,0.5,0.3,LOW,0.9587748050689697
970,970,"75,53,46",140,140,42,0.5,0.3,HIGH,0.930018424987793
925,939,"12,84,53,22,52",140,140,42,0.5,0.3,MEDIUM,0.8751893043518066
880,908,"35,39,75,13,32",140,140,42,0.5,0.3,LOW,0.8805229663848877
887,943,"35,36,75,45,22",140,130,39,0.5,0.3,HIGH,0.9025764465332031
925,939,"84,22,73",140,130,39,0.5,0.3,MEDIUM,0.9024016857147217
970,970,"2,13",140,130,39,0.5,0.3,LOW,0.878650426864624
970,970,"1,12",140,120,36,0.5,0.3,HIGH,0.9136035442352295
887,943,"2,35,39,75,12,58",140,120,36,0.5,0.3,MEDIUM,0.8296606540679932
887,943,"2,12,50,53,58",140,120,36,0.5,0.3,LOW,0.9647073745727539
887,943,"58,13,14,45",140,110,33,0.5,0.3,HIGH,1.0731275081634521
970,970,"75,44,77,53",140,110,33,0.5,0.3,MEDIUM,1.0720179080963135
970,970,"22,46",140,110,33,0.5,0.3,LOW,1.2156400680541992
970,970,"82,28",140,100,30,0.5,0.3,HIGH,1.1924145221710205
925,939,"2,35,13,63",140,100,30,0.5,0.3,LOW,1.257627010345459
849,947,"90,35,36,59",140,100,30,0.5,0.3,MEDIUM,1.3814234733581543
925,939,"2,28,22,39",140,90,27,0.5,0.3,HIGH,1.4412508010864258
970,970,"82,75,60",140,90,27,0.5,0.3,MEDIUM,1.1678738594055176
970,970,"82,75,76",140,90,27,0.5,0.3,LOW,1.2074041366577148
970,970,"1,63",140,80,24,0.5,0.3,MEDIUM,1.0100107192993164
970,970,"13,46,32",140,80,24,0.5,0.3,LOW,1.0195536613464355
887,943,"39,75,13,53,90,59,92",140,80,24,0.5,0.3,HIGH,1.2959513664245605
887,943,"77,50,84,52,90,63",140,70,21,0.5,0.3,HIGH,1.1428499221801758
887,943,"52,78,39",140,70,21,0.5,0.3,MEDIUM,1.0816667079925537
880,908,"35,4,39,53,22",140,70,21,0.5,0.3,LOW,1.145543098449707
925,939,"97,39",140,60,18,0.5,0.3,HIGH,1.1319432258605957
887,943,"90,58,84,4",140,60,18,0.5,0.3,MEDIUM,1.0541927814483643
887,943,"36,39,12,52,53",140,60,18,0.5,0.3,LOW,1.0982236862182617
970,970,"3,85",140,50,15,0.5,0.3,HIGH,1.2680613994598389
925,939,"39,92,53,60",140,50,15,0.5,0.3,MEDIUM,1.3274781703948975
887,943,"2,84,53,87",140,50,15,0.5,0.3,LOW,1.711409568786621
925,939,"39,19,85",140,40,12,0.5,0.3,HIGH,1.6945428848266602
925,939,"2,84,34",140,40,12,0.5,0.3,LOW,1.696418046951294
970,970,4,140,40,12,0.5,0.3,MEDIUM,1.7416300773620605
887,943,"35,39,85,90,32",140,30,9,0.5,0.3,HIGH,1.7973179817199707
925,939,"90,13,32",140,30,9,0.5,0.3,MEDIUM,1.840200662612915
880,908,"82,92,77,58",140,30,9,0.5,0.3,LOW,1.7131340503692627
887,943,"84,59,39,76,77",140,20,6,0.5,0.3,HIGH,1.312201738357544
970,970,"21,53,77",140,20,6,0.5,0.3,MEDIUM,1.2402598857879639
970,970,"19,12",140,10,3,0.5,0.3,HIGH,1.200984001159668
887,943,"35,48,90,92,96",140,20,6,0.5,0.3,LOW,1.283026933670044
970,970,"12,22",130,150,45,0.5,0.3,HIGH,0.7070343494415283
849,947,"65,2,36,50,53,92",140,10,3,0.5,0.3,MEDIUM,1.1769921779632568
887,943,"75,14,84,90,60",130,150,45,0.5,0.3,LOW,0.5883078575134277
880,908,"65,2,77,85,92",130,150,45,0.5,0.3,MEDIUM,0.6391725540161133
925,939,"1,90,13",140,10,3,0.5,0.3,LOW,1.1650245189666748
925,939,"75,44,90,92",130,140,42,0.5,0.3,HIGH,0.6562929153442383
970,970,"52,85",130,140,42,0.5,0.3,MEDIUM,0.6362953186035156
887,943,"75,46,84,53,58",130,140,42,0.5,0.3,LOW,0.702122688293457
925,939,"2,77,13,82",130,130,39,0.5,0.3,HIGH,0.6722025871276855
970,970,"45,53",130,130,39,0.5,0.3,LOW,0.7366406917572021
925,939,"90,75,77,22",130,130,39,0.5,0.3,MEDIUM,0.789569616317749
925,939,"52,35,11,75",130,120,36,0.5,0.3,HIGH,0.7576556205749512
925,939,"84,13,31",130,120,36,0.5,0.3,MEDIUM,0.7724452018737793
970,970,"11,12",130,120,36,0.5,0.3,LOW,0.766510009765625
887,943,"2,22,85,14",130,110,33,0.5,0.3,HIGH,0.7216312885284424
970,970,"83,52",130,110,33,0.5,0.3,MEDIUM,0.7311420440673828
925,939,"2,84,28",130,110,33,0.5,0.3,LOW,0.6877462863922119
925,939,"22,90,92,61",130,100,30,0.5,0.3,HIGH,0.7129309177398682
887,943,"65,58,44,77",130,100,30,0.5,0.3,MEDIUM,0.7160048484802246
970,970,"2,83",130,100,30,0.5,0.3,LOW,0.6822655200958252
970,970,"82,52",130,90,27,0.5,0.3,HIGH,0.7315309047698975
970,970,"2,12",130,90,27,0.5,0.3,MEDIUM,0.7555422782897949
970,970,"1,12",130,90,27,0.5,0.3,LOW,0.6941695213317871
970,970,4,130,80,24,0.5,0.3,HIGH,0.7414073944091797
925,939,"53,13,39,32",130,80,24,0.5,0.3,MEDIUM,0.7650628089904785
849,947,"50,52,84,72",130,80,24,0.5,0.3,LOW,0.7500209808349609
925,939,"2,35,92,13",130,70,21,0.5,0.3,HIGH,0.8171296119689941
887,943,"68,53,78,39",130,70,21,0.5,0.3,MEDIUM,0.8548002243041992
970,970,"2,52,31",130,70,21,0.5,0.3,LOW,0.8388080596923828
887,943,"65,75,77,84,90,61",130,60,18,0.5,0.3,HIGH,0.8259007930755615
925,939,"35,75,52,22",130,60,18,0.5,0.3,MEDIUM,0.8513693809509277
970,970,"2,60",130,60,18,0.5,0.3,LOW,0.881566047668457
970,970,"55,12,92",130,50,15,0.5,0.3,HIGH,0.8756487369537354
925,939,"74,2,35",130,50,15,0.5,0.3,MEDIUM,0.8753616809844971
970,970,"3,85",130,50,15,0.5,0.3,LOW,0.7915217876434326
925,939,"2,22,90,75,12",130,40,12,0.5,0.3,HIGH,0.8843164443969727
887,943,"2,4,14,39",130,40,12,0.5,0.3,MEDIUM,0.8793189525604248
970,970,"75,77,85,53,55",130,40,12,0.5,0.3,LOW,0.8594646453857422
925,939,"2,84,53,22,32",130,30,9,0.5,0.3,HIGH,0.8621394634246826
925,939,"2,35,53,60",130,30,9,0.5,0.3,MEDIUM,0.9123754501342773
970,970,"12,92",130,30,9,0.5,0.3,LOW,0.8606095314025879
970,970,"68,53,46",130,20,6,0.5,0.3,HIGH,0.8324899673461914
887,943,"75,77,78,84,85,92",130,20,6,0.5,0.3,MEDIUM,0.7875657081604004
970,970,"12,31",130,20,6,0.5,0.3,LOW,0.8798754215240479
970,970,"2,21",120,150,45,0.5,0.3,MEDIUM,0.48235297203063965
887,943,"81,2,45,53",120,150,45,0.5,0.3,HIGH,0.535210132598877
849,947,"2,35,37,75,92",130,10,3,0.5,0.3,HIGH,0.9333148002624512
887,943,"90,75,46,39",120,150,45,0.5,0.3,LOW,0.4859762191772461
970,970,"22,32",130,10,3,0.5,0.3,MEDIUM,0.8515794277191162
925,939,"12,90,28",130,10,3,0.5,0.3,LOW,0.8014729022979736
925,939,"2,35,28",120,140,42,0.5,0.3,HIGH,0.5295376777648926
925,939,"84,52,53,22,32",120,140,42,0.5,0.3,MEDIUM,0.517531156539917
887,943,"75,13,50,53,22,58",120,140,42,0.5,0.3,LOW,0.5228488445281982
970,970,"2,13",120,130,39,0.5,0.3,HIGH,0.49639272689819336
887,943,"35,77,46,96",120,130,39,0.5,0.3,LOW,0.5621693134307861
842,912,"35,8,77",120,130,39,0.5,0.3,MEDIUM,0.60015869140625
925,939,"2,35,28,22",120,120,36,0.5,0.3,HIGH,0.5890076160430908
970,970,4,120,120,36,0.5,0.3,MEDIUM,0.7305920124053955
970,970,28,120,120,36,0.5,0.3,LOW,0.7113854885101318
970,970,"82,2,46",120,110,33,0.5,0.3,HIGH,0.720160722732544
925,939,"2,77,22,90,63",120,110,33,0.5,0.3,MEDIUM,0.7296707630157471
925,939,"2,35,75,52,63",120,100,30,0.5,0.3,HIGH,0.8398611545562744
970,970,"12,22,55",120,100,30,0.5,0.3,MEDIUM,0.9177350997924805
970,970,"52,74,77",120,110,33,0.5,0.3,LOW,1.0216150283813477
970,970,"54,22",120,100,30,0.5,0.3,LOW,1.2230870723724365
925,939,"75,77,52,53",120,80,24,0.5,0.3,HIGH,0.7590758800506592
970,970,"2,92,53,75,12",120,90,27,0.5,0.3,MEDIUM,1.108391523361206
970,970,"82,4,22",120,80,24,0.5,0.3,MEDIUM,0.8098368644714355
970,970,"1,2,92",120,90,27,0.5,0.3,LOW,1.1636085510253906
887,943,"72,82,22,90,92",120,90,27,0.5,0.3,HIGH,1.4407401084899902
970,970,"46,53,92,63",120,80,24,0.5,0.3,LOW,1.0138325691223145
