profit,poids,Items selectionne,Nombre generation,Nombre population,Nombre meilleur solution selectionne,Probabilite crossover,Probabilite mutation,Type population initiale, Temps execution
1005,997,"1,68,73,74,45,96",230,30,9,0.5,0.3,LOW,3.308617353439331
1005,994,"43,45,15,80,52,85",230,20,6,0.5,0.3,HIGH,3.5331904888153076
1005,996,"98,45,79,15,82,84,85,55,57",230,20,6,0.5,0.3,LOW,3.211228370666504
1005,996,"71,45,79,52,85,22,92,32,96",230,20,6,0.5,0.3,MEDIUM,3.3501741886138916
1005,996,"1,6,15,62,85,22,30",220,150,45,0.5,0.3,HIGH,2.406120777130127
1005,996,"1,69,43,15,52,23",230,10,3,0.5,0.3,HIGH,3.4319612979888916
1005,996,"1,69,74,79,15,82,89,32",230,10,3,0.5,0.3,LOW,3.175994396209717
1005,997,"71,45,82,85,22,57,59,62",230,10,3,0.5,0.3,MEDIUM,3.372617483139038
1002,995,"6,74,77,79,63",220,150,45,0.5,0.3,MEDIUM,2.8118977546691895
1005,993,"71,45,79,15,82,84,52,85,55,57",220,150,45,0.5,0.3,LOW,2.6193556785583496
1008,997,"1,43,45,15,52,28,30",220,140,42,0.5,0.3,MEDIUM,2.511481761932373
1008,997,"1,69,71,15,85,22,57,96",220,140,42,0.5,0.3,HIGH,2.7459378242492676
1008,997,"100,74,45,79,52,85,55,57,32",220,140,42,0.5,0.3,LOW,2.5364489555358887
1008,997,"74,43,77,45,15,79,85,64",220,130,39,0.5,0.3,HIGH,2.6276726722717285
1011,997,"1,6,71,15,79,82,52,22",220,130,39,0.5,0.3,MEDIUM,2.823152542114258
1005,996,"15,17,52,85,57,62,32",220,130,39,0.5,0.3,LOW,2.608725070953369
1008,995,"1,74,45,84,22,96,32",220,120,36,0.5,0.3,HIGH,2.7287707328796387
1005,997,"6,74,83,22,57,32,96",220,120,36,0.5,0.3,LOW,2.609011173248291
1008,995,"1,43,77,15,83,85,30,32",220,120,36,0.5,0.3,MEDIUM,2.792555332183838
1008,997,"1,43,77,15,84,85,59",220,110,33,0.5,0.3,HIGH,2.680905818939209
1005,995,"43,45,15,82,52,85,87,57,32",220,110,33,0.5,0.3,MEDIUM,2.65156888961792
1005,993,"100,45,83,84,85",220,110,33,0.5,0.3,LOW,2.7460803985595703
1005,996,"1,82,83,52,85,86",220,100,30,0.5,0.3,HIGH,2.762099504470825
999,994,"98,100,10,15,85",220,90,27,0.5,0.3,MEDIUM,2.3516297340393066
1011,996,"1,45,79,15,83,85,55,57,92",220,100,30,0.5,0.3,MEDIUM,2.8259899616241455
1008,997,"12,45,30,32",220,100,30,0.5,0.3,LOW,2.776061773300171
1002,992,"71,74,45,46,15,79,82,57,59",220,90,27,0.5,0.3,HIGH,2.6853067874908447
1005,995,"1,74,15,22,55,91,30",220,90,27,0.5,0.3,LOW,2.8309154510498047
1005,996,"71,45,79,15,52,57,92,93",220,80,24,0.5,0.3,HIGH,2.771303653717041
1002,994,"3,43,45,15,79,85,22,57,96",220,80,24,0.5,0.3,MEDIUM,2.619647741317749
1005,995,"72,79,15,83,59,30",220,80,24,0.5,0.3,LOW,2.6555349826812744
1005,996,"73,74,79,15,52,55,92",220,70,21,0.5,0.3,HIGH,2.6522202491760254
1011,996,"1,74,45,15,17,85,22,30",220,70,21,0.5,0.3,LOW,2.5783610343933105
1005,997,"1,68,43,45,55,57,30",220,70,21,0.5,0.3,MEDIUM,2.6661269664764404
1005,995,"1,71,74,45,15,82,57,91",220,60,18,0.5,0.3,HIGH,2.798640727996826
1002,992,"1,45,46,22,30,32",220,60,18,0.5,0.3,MEDIUM,2.5831758975982666
1005,994,"1,43,45,79,15,30,85,64,32",220,60,18,0.5,0.3,LOW,2.646008014678955
1005,995,"59,71,45,15,82,85,55,91",220,50,15,0.5,0.3,HIGH,2.6290700435638428
1008,997,"43,15,52,85,62,57,30,32",220,50,15,0.5,0.3,MEDIUM,2.5252459049224854
1005,995,"71,72,45,79,82,52,22",220,40,12,0.5,0.3,HIGH,2.6937954425811768
1008,995,"1,71,43,79,15,83,85,55,96",220,50,15,0.5,0.3,LOW,2.7666001319885254
1005,997,"79,45,83,22,59,92,96",220,40,12,0.5,0.3,MEDIUM,2.6395368576049805
1008,997,"74,45,77,15,85,52,89,57",220,40,12,0.5,0.3,LOW,2.6365816593170166
999,988,"1,74,45,15,83,85,57,91,96",220,30,9,0.5,0.3,HIGH,2.891900062561035
1005,995,"3,100,45,15,52,85,22",220,30,9,0.5,0.3,MEDIUM,2.710158348083496
1008,997,"1,45,15,52,57,91,92,32",220,30,9,0.5,0.3,LOW,2.6583445072174072
1008,997,"1,15,17,52,22,63",220,20,6,0.5,0.3,MEDIUM,2.726165533065796
1008,997,"71,77,83,85,22,57",220,20,6,0.5,0.3,HIGH,2.9324629306793213
1002,997,"1,6,46,15,53,85",220,20,6,0.5,0.3,LOW,2.6835641860961914
1005,994,"1,71,12,45,15,82,52,22",220,10,3,0.5,0.3,HIGH,2.5957634449005127
1005,993,"1,6,45,15,52,22,92",220,10,3,0.5,0.3,MEDIUM,2.789245128631592
1005,994,"1,69,10,15,79,30",210,150,45,0.5,0.3,HIGH,1.968621015548706
1005,996,"1,15,85,22,23,32",210,150,45,0.5,0.3,MEDIUM,2.045415163040161
1008,992,"43,45,15,22,55,30,32",220,10,3,0.5,0.3,LOW,2.4553658962249756
1008,993,"1,45,82,83,15,85,57",210,150,45,0.5,0.3,LOW,2.2250819206237793
1008,995,"1,43,79,15,83,30,63,32",210,140,42,0.5,0.3,HIGH,2.044532537460327
1005,993,"100,45,79,15,82,83,85,96",210,140,42,0.5,0.3,MEDIUM,2.071460247039795
1005,995,"59,74,15,85,91,93",210,140,42,0.5,0.3,LOW,2.0086278915405273
1005,994,"1,40,74,15",210,130,39,0.5,0.3,HIGH,2.1462581157684326
1008,997,"71,79,15,17,83,52,30",210,130,39,0.5,0.3,LOW,2.1426122188568115
1005,996,"71,17,15,52,85,57,92,32",210,130,39,0.5,0.3,MEDIUM,2.1895289421081543
1005,993,"1,71,74,22,30,32,43,45,57",210,120,36,0.5,0.3,HIGH,2.0608696937561035
1008,995,"100,15,17,85,55,32",210,120,36,0.5,0.3,MEDIUM,2.109372138977051
1005,994,"74,45,15,52,53,22,96",210,120,36,0.5,0.3,LOW,2.1972620487213135
1005,993,"1,34,74,43,45,15,52",210,110,33,0.5,0.3,HIGH,2.2979915142059326
1005,996,"68,100,45,79,57,32",210,110,33,0.5,0.3,MEDIUM,2.2448055744171143
1008,997,"71,74,83,85,45,57,59,63",210,110,33,0.5,0.3,LOW,2.1757311820983887
1008,995,"1,69,45,15,85,55,57,63",210,100,30,0.5,0.3,HIGH,2.2704367637634277
1005,993,"71,74,45,82,52,85,22,57",210,100,30,0.5,0.3,MEDIUM,2.222446918487549
1005,997,"74,45,79,17,22,93",210,100,30,0.5,0.3,LOW,2.3106253147125244
1002,995,"74,43,15,82,84,86,57",210,90,27,0.5,0.3,HIGH,2.1778547763824463
1005,996,"1,45,15,23,59,92",210,90,27,0.5,0.3,MEDIUM,2.275594472885132
1008,997,"43,15,83,59,92,30",210,90,27,0.5,0.3,LOW,2.487152099609375
1002,992,"98,71,15,82,52,85,57",210,80,24,0.5,0.3,HIGH,2.1979384422302246
1005,994,"1,71,83,85,22,57,30",210,80,24,0.5,0.3,LOW,2.3875513076782227
1011,995,"1,71,43,45,15,83,52,30,32",210,80,24,0.5,0.3,MEDIUM,2.588189125061035
1005,995,"68,45,79,82,52,84,22,85",210,70,21,0.5,0.3,MEDIUM,2.2193312644958496
1002,993,"71,10,45,15,22,57,30",210,70,21,0.5,0.3,HIGH,2.327042579650879
1008,995,"1,6,15,52,30,32",210,70,21,0.5,0.3,LOW,2.3875913619995117
1005,997,"74,15,48,83,52,57",210,60,18,0.5,0.3,HIGH,2.267090082168579
1008,994,"74,45,15,79,82,83,52,85,84,30",210,60,18,0.5,0.3,MEDIUM,2.4016973972320557
1005,995,"1,46,15,83,84,30",210,60,18,0.5,0.3,LOW,2.553682804107666
1005,995,"1,6,9,74,43,45,15",210,50,15,0.5,0.3,HIGH,2.638202667236328
1011,996,"74,15,85,22,32,96,45,52,59",210,50,15,0.5,0.3,LOW,2.343909740447998
1008,997,"84,68,74,30,15,32",210,50,15,0.5,0.3,MEDIUM,2.6211864948272705
1008,997,"2,43,45,15,52,30",210,40,12,0.5,0.3,HIGH,2.649442434310913
1005,993,"45,15,83,52,55,59,92",210,40,12,0.5,0.3,MEDIUM,2.731187582015991
1002,995,"100,68,71,74,79,52",210,40,12,0.5,0.3,LOW,2.6490225791931152
1002,997,"65,100,74,79,85,92",210,30,9,0.5,0.3,MEDIUM,2.323502779006958
1008,997,"1,71,15,83,30,32,100,57",210,30,9,0.5,0.3,LOW,2.4062819480895996
1008,997,"1,74,79,15,22,55,57,30,96",210,30,9,0.5,0.3,HIGH,2.783355474472046
1002,993,"1,72,74,15,79,17,82",210,20,6,0.5,0.3,HIGH,2.6745879650115967
1005,993,"69,74,79,15,83,85,22,59,32",210,20,6,0.5,0.3,MEDIUM,2.668074369430542
1005,996,"1,71,74,45,83,85,57,92",210,20,6,0.5,0.3,LOW,2.6152596473693848
1002,997,"46,83,92,30,32",200,150,45,0.5,0.3,HIGH,2.0341153144836426
1002,994,"73,15,52,87,57",200,150,45,0.5,0.3,MEDIUM,1.8021388053894043
1005,996,"1,100,74,45,79,15,85,91,92",210,10,3,0.5,0.3,HIGH,2.9182794094085693
1008,996,"1,72,43,15,79,82,83,85",210,10,3,0.5,0.3,MEDIUM,2.7447032928466797
1008,997,"1,74,79,15,22,57,30,96",210,10,3,0.5,0.3,LOW,3.058708429336548
1008,997,"68,43,45,15,52,30,96",200,150,45,0.5,0.3,LOW,2.0359930992126465
1005,995,"74,43,15,82,83,84,57,32",200,140,42,0.5,0.3,HIGH,2.0239791870117188
1008,994,"1,10,45,15,83,85,59",200,140,42,0.5,0.3,MEDIUM,2.172090530395508
1002,996,"71,74,45,79,82,22,92,62",200,140,42,0.5,0.3,LOW,2.1129446029663086
1005,993,"45,52,85,22,57,32,96",200,130,39,0.5,0.3,HIGH,2.211639165878296
1008,997,"1,71,74,43,45,57,59,30,32",200,130,39,0.5,0.3,MEDIUM,2.0928304195404053
1005,996,"68,71,74,15,84,85,57,63",200,130,39,0.5,0.3,LOW,2.14490008354187
1005,996,"72,43,45,79,52,30,32",200,120,36,0.5,0.3,HIGH,2.126909017562866
1005,997,"1,74,79,83,84,28",200,120,36,0.5,0.3,MEDIUM,2.1663777828216553
1008,996,"74,15,79,85,22,55,57,63,96",200,110,33,0.5,0.3,HIGH,2.1817750930786133
1008,996,"74,43,45,15,52,85,87,59",200,120,36,0.5,0.3,LOW,2.307537317276001
1005,997,"71,40,74,79,15,82,85,96",200,110,33,0.5,0.3,MEDIUM,2.2396204471588135
1008,997,"45,46,15,83,22,32,96",200,110,33,0.5,0.3,LOW,2.2108242511749268
1005,996,"69,74,43,77,45,79,82,85",200,100,30,0.5,0.3,HIGH,2.2695488929748535
999,990,"1,98,100,74,45,15,85,92",200,100,30,0.5,0.3,MEDIUM,2.205721378326416
1005,997,"1,17,12,32",200,100,30,0.5,0.3,LOW,2.1054136753082275
1005,994,"1,74,83,85,22,55,32,96",200,90,27,0.5,0.3,HIGH,2.1173388957977295
1005,997,"2,74,79,15,82,83,57",200,90,27,0.5,0.3,MEDIUM,2.203479528427124
1005,995,"43,45,79,82,52,55,59,30",200,90,27,0.5,0.3,LOW,2.3302555084228516
1002,995,"57,15,79,59,63,64",200,80,24,0.5,0.3,HIGH,2.5007989406585693
1002,993,"100,69,71,83,84,85",200,80,24,0.5,0.3,MEDIUM,2.2300331592559814
1005,996,"98,71,46,15,45,85,32",200,80,24,0.5,0.3,LOW,2.2759530544281006
1005,994,"3,69,71,74,15,52",200,70,21,0.5,0.3,HIGH,2.2949020862579346
1008,993,"71,45,52,30",200,70,21,0.5,0.3,MEDIUM,2.283931016921997
1008,992,"1,45,77,15,82,22,85,59",200,70,21,0.5,0.3,LOW,2.5149405002593994
1002,997,"77,6,7,85",200,60,18,0.5,0.3,HIGH,2.4300537109375
1002,996,"9,79,15,22,96",200,60,18,0.5,0.3,MEDIUM,2.29740834236145
1008,995,"74,45,79,15,84,85,22,93",200,60,18,0.5,0.3,LOW,2.4046144485473633
1005,995,"43,45,79,83,52,30,32",200,50,15,0.5,0.3,HIGH,2.2908730506896973
1005,997,"1,71,45,82,83,57,92,96",200,50,15,0.5,0.3,MEDIUM,2.3935985565185547
1005,995,"15,83,96,92,63,32",200,50,15,0.5,0.3,LOW,2.2799036502838135
1008,997,"69,6,45,15,22,57,30",200,40,12,0.5,0.3,HIGH,2.4493942260742188
1002,995,"6,12,45,15,17",200,40,12,0.5,0.3,MEDIUM,2.4903993606567383
1008,993,"71,43,15,79,83,85,52,30",200,40,12,0.5,0.3,LOW,2.3567569255828857
1005,996,"1,43,45,15,82,86,96",200,30,9,0.5,0.3,HIGH,2.516132116317749
1008,994,"77,15,83,22,45,59",200,30,9,0.5,0.3,MEDIUM,2.517224073410034
1008,995,"74,79,15,17,84,85,22,30",200,30,9,0.5,0.3,LOW,2.562105178833008
1008,995,"1,71,74,15,55,59,30,32",200,20,6,0.5,0.3,HIGH,2.389491558074951
1005,997,"71,72,43,15,82,22,55",200,20,6,0.5,0.3,MEDIUM,2.4424548149108887
1005,997,"1,9,89,15",200,10,3,0.5,0.3,HIGH,2.3017160892486572
1014,997,"1,43,45,15,52,57,30,96",200,20,6,0.5,0.3,LOW,2.4430999755859375
1008,997,"72,74,15,52,59,30",190,150,45,0.5,0.3,HIGH,1.739133596420288
1008,995,"6,71,74,45,15,82,52,57",200,10,3,0.5,0.3,MEDIUM,2.6387739181518555
1005,992,"1,45,15,83,52,22,57,91",200,10,3,0.5,0.3,LOW,2.4190642833709717
1008,996,"1,72,74,43,45,15,83",190,150,45,0.5,0.3,MEDIUM,1.918517827987671
1002,994,"1,3,45,46,15,32",190,150,45,0.5,0.3,LOW,1.7160093784332275
1008,997,"1,45,15,52,91,30,96",190,140,42,0.5,0.3,HIGH,1.7918555736541748
1005,996,"100,45,84,85,63,96",190,140,42,0.5,0.3,MEDIUM,1.886840581893921
1008,996,"1,77,45,84,85",190,140,42,0.5,0.3,LOW,1.806804895401001
1002,995,"98,71,15,55,57,63",190,130,39,0.5,0.3,HIGH,1.832817792892456
1002,996,"71,82,52,85,22,57,91",190,130,39,0.5,0.3,MEDIUM,1.7662477493286133
1002,990,"1,72,45,15,79,82,52,30",190,130,39,0.5,0.3,LOW,1.6877679824829102
1005,996,"1,74,45,79,52,88,96",190,120,36,0.5,0.3,MEDIUM,1.6748039722442627
1008,997,"1,74,43,82,83,52,85,22,55",190,120,36,0.5,0.3,HIGH,1.8693327903747559
1005,994,"1,43,45,15,85,22,92,63,32",190,120,36,0.5,0.3,LOW,1.7240259647369385
1002,994,"1,6,74,12,45,32",190,110,33,0.5,0.3,HIGH,1.891885757446289
1005,995,"73,77,15,85,59,32",190,110,33,0.5,0.3,LOW,1.7621502876281738
1005,996,"6,43,15,52,30,96",190,110,33,0.5,0.3,MEDIUM,1.842036485671997
1005,995,"68,71,74,45,79,15,82,84,85,57,32",190,100,30,0.5,0.3,HIGH,1.80183744430542
1005,993,"1,15,83,51,22",190,100,30,0.5,0.3,LOW,1.6511905193328857
1008,996,"45,15,82,22,55,57,30,96",190,100,30,0.5,0.3,MEDIUM,1.8172938823699951
1005,997,"71,15,22,89,30,96",190,90,27,0.5,0.3,HIGH,1.7073719501495361
1014,996,"1,43,45,15,79,83,30",190,80,24,0.5,0.3,HIGH,1.813880205154419
1005,994,"1,43,79,82,52,85,59,30",190,90,27,0.5,0.3,LOW,1.876058578491211
1008,996,"68,71,74,77,45,15,85,59",190,80,24,0.5,0.3,MEDIUM,1.7882328033447266
1005,995,"1,71,43,12,15,52,85,57,32",190,90,27,0.5,0.3,MEDIUM,1.9180312156677246
1005,997,"3,79,15,22,43,52,55",190,70,21,0.5,0.3,HIGH,1.8305249214172363
1005,992,"45,79,15,82,84,55,59",190,80,24,0.5,0.3,LOW,1.9569010734558105
1008,997,"43,45,15,52,53,55,32",190,70,21,0.5,0.3,MEDIUM,1.7627756595611572
1011,997,"74,84,83,32,45,55,57",190,60,18,0.5,0.3,HIGH,1.8014240264892578
1008,997,"72,15,82,96,45,55,57",190,60,18,0.5,0.3,MEDIUM,1.8776605129241943
1005,997,"2,74,45,79,85,22,55",190,60,18,0.5,0.3,LOW,1.925570011138916
1008,996,"1,6,45,15,83,22,96",190,70,21,0.5,0.3,LOW,2.0036909580230713
1002,996,"100,43,15,82,22,57,92,30",190,50,15,0.5,0.3,MEDIUM,1.8727962970733643
1011,996,"1,69,71,45,15,85,59",190,50,15,0.5,0.3,HIGH,1.9347918033599854
1005,993,"45,77,79,15,83,85,22,63",190,50,15,0.5,0.3,LOW,1.879781723022461
1002,997,"92,83,28,30",190,40,12,0.5,0.3,HIGH,1.8228089809417725
1005,995,"1,10,15,17,22",190,40,12,0.5,0.3,MEDIUM,1.8592305183410645
1002,994,"45,13,15,55,57",190,40,12,0.5,0.3,LOW,1.9170362949371338
1011,994,"1,74,45,15,85,22,57,59,30",190,30,9,0.5,0.3,HIGH,2.227039337158203
1008,997,"74,43,45,85,22,57,92,30",190,30,9,0.5,0.3,MEDIUM,1.9216952323913574
1005,993,"1,43,79,82,52,84,85,59,32",190,30,9,0.5,0.3,LOW,1.9406006336212158
1005,996,"45,15,84,22,92,93",190,20,6,0.5,0.3,HIGH,1.9990689754486084
1008,997,"72,15,79,85,84,32,43,52",190,20,6,0.5,0.3,MEDIUM,1.9762935638427734
1008,997,"100,71,43,45,79,15,85,57,30,96",180,150,45,0.5,0.3,HIGH,1.2951998710632324
1008,997,"1,6,45,15,55,63,32",190,20,6,0.5,0.3,LOW,2.148789644241333
1008,995,"74,43,12,45,15,79,83,85,30",190,10,3,0.5,0.3,HIGH,2.1069014072418213
1005,994,"1,77,82,52,92,32",180,150,45,0.5,0.3,MEDIUM,1.3833391666412354
1005,991,"74,43,45,15,79,52,85,22,92,32",190,10,3,0.5,0.3,MEDIUM,1.9086005687713623
1008,996,"1,71,45,46,15,22,55",190,10,3,0.5,0.3,LOW,2.0342228412628174
1005,997,"1,6,15,22,57",180,150,45,0.5,0.3,LOW,1.6406123638153076
1008,997,"1,45,46,15,22",180,140,42,0.5,0.3,LOW,1.390282392501831
1005,995,"74,43,45,15,83,59,92,96",180,140,42,0.5,0.3,HIGH,1.5478615760803223
1005,996,"69,6,45,15,82,52,85,92",180,140,42,0.5,0.3,MEDIUM,1.5049750804901123
1005,996,"15,85,22,55,89,63",180,130,39,0.5,0.3,HIGH,1.4620904922485352
1005,992,"69,71,43,15,85,55",180,130,39,0.5,0.3,MEDIUM,1.4182066917419434
1005,997,"98,74,45,15,57,28",180,130,39,0.5,0.3,LOW,1.4940059185028076
1002,993,"100,45,85,84,57,92,30",180,110,33,0.5,0.3,HIGH,1.3740222454071045
1002,992,"100,71,73,74,15,83,85",180,120,36,0.5,0.3,MEDIUM,1.5894854068756104
1005,995,"1,43,45,46,15,22,57,32",180,120,36,0.5,0.3,LOW,1.6014530658721924
1005,992,"1,57,69,45,15,52,85,32",180,120,36,0.5,0.3,HIGH,1.7460675239562988
1005,996,"71,74,43,45,79,85,55,57,96,32",180,110,33,0.5,0.3,MEDIUM,1.5166807174682617
1011,995,"1,45,15,52,55,59,30",180,110,33,0.5,0.3,LOW,1.6084377765655518
1008,995,"1,12,45,15,57,59,30",180,100,30,0.5,0.3,HIGH,1.6692736148834229
1005,997,"74,43,45,15,85,57,91,92,30",180,100,30,0.5,0.3,MEDIUM,1.651625633239746
1002,996,"72,45,79,82,23,85",180,90,27,0.5,0.3,LOW,1.5358936786651611
1008,995,"1,45,79,83,85,22,96",180,90,27,0.5,0.3,HIGH,1.5777804851531982
1002,994,"45,46,79,84,85,57,30,32",180,90,27,0.5,0.3,MEDIUM,1.5618221759796143
1005,997,"1,69,10,79,85,55",180,100,30,0.5,0.3,LOW,1.653578281402588
1005,995,"74,79,15,83,85,92,63,96",180,80,24,0.5,0.3,HIGH,1.6864871978759766
1008,992,"1,69,43,45,15,22,55,32",180,80,24,0.5,0.3,MEDIUM,1.7383506298065186
1014,997,"1,69,74,15,45,83,52,22,85",180,80,24,0.5,0.3,LOW,1.651582956314087
1002,994,"1,6,71,12,15,82",180,60,18,0.5,0.3,HIGH,1.573791265487671
1005,996,"71,40,74,45,59",180,70,21,0.5,0.3,HIGH,1.7333626747131348
1011,997,"15,83,85,82,96,32,45",180,70,21,0.5,0.3,LOW,1.7612898349761963
1008,995,"1,43,15,79,52,22,55,57",180,70,21,0.5,0.3,MEDIUM,1.8360893726348877
1005,997,"1,58,15,74",180,60,18,0.5,0.3,MEDIUM,1.7602920532226562
1005,993,"79,15,84,85,52,92,63",180,60,18,0.5,0.3,LOW,1.8640148639678955
999,994,"10,12,85,55",180,50,15,0.5,0.3,HIGH,1.7323668003082275
1008,994,"1,15,17,52,84,30",180,40,12,0.5,0.3,HIGH,1.6858983039855957
1005,995,"1,10,15,17,22",180,50,15,0.5,0.3,MEDIUM,1.9292898178100586
999,994,"74,51,85,55",180,50,15,0.5,0.3,LOW,1.896371603012085
1005,993,"69,43,15,79,83,84,85,52,57",180,40,12,0.5,0.3,MEDIUM,1.8335397243499756
1008,997,"1,71,10,45,15,82,85,30",180,40,12,0.5,0.3,LOW,1.8933796882629395
1005,997,"71,74,43,79,85,22,55,63",180,30,9,0.5,0.3,HIGH,1.8640625476837158
1002,996,"52,84,85,89,57,92",180,30,9,0.5,0.3,MEDIUM,1.8930273056030273
1002,997,"9,74,43,22,57,59",180,20,6,0.5,0.3,HIGH,1.8905918598175049
1005,997,"98,100,15,85,30,32",180,20,6,0.5,0.3,MEDIUM,1.848759412765503
1005,995,"73,43,45,79,52,85,30,32",180,30,9,0.5,0.3,LOW,2.009366273880005
1011,997,"1,45,52,57,30,63",180,20,6,0.5,0.3,LOW,2.0752036571502686
1005,996,"72,43,45,79,15,85,62,32",180,10,3,0.5,0.3,HIGH,1.8637690544128418
1005,993,"74,43,45,77,15,79,82,59,32",180,10,3,0.5,0.3,MEDIUM,2.1285433769226074
1005,997,"1,45,46,15,28,32",170,150,45,0.5,0.3,MEDIUM,1.2618000507354736
1005,997,"1,73,15,28,32",170,150,45,0.5,0.3,HIGH,1.3635828495025635
1005,996,"13,45,85,22,32",170,150,45,0.5,0.3,LOW,1.3916893005371094
1002,996,"71,7,15,28",170,140,42,0.5,0.3,MEDIUM,1.3637135028839111
1005,997,"69,74,12,85,55,32",180,10,3,0.5,0.3,LOW,2.0370194911956787
1005,997,"74,43,85,57,91,30",170,140,42,0.5,0.3,HIGH,1.4735612869262695
1002,996,"1,82,22,88,57,30",170,140,42,0.5,0.3,LOW,1.3558316230773926
1005,994,"1,40,74,15,52,57,32",170,130,39,0.5,0.3,HIGH,1.370753526687622
1002,997,"6,71,43,45,57",170,130,39,0.5,0.3,MEDIUM,1.3687596321105957
996,991,"1,74,3",170,130,39,0.5,0.3,LOW,1.458284616470337
1002,994,"15,79,87,57,89,32",170,120,36,0.5,0.3,HIGH,1.4941935539245605
1005,995,"1,45,79,15,57,89,30,96",170,120,36,0.5,0.3,MEDIUM,1.4955155849456787
1002,994,"1,85,90,15,96",170,120,36,0.5,0.3,LOW,1.4904310703277588
1005,997,"1,68,74,43,79,15,93,32",170,110,33,0.5,0.3,HIGH,1.4066112041473389
1005,992,"69,74,43,45,15,83,85,22,59",170,110,33,0.5,0.3,MEDIUM,1.4771113395690918
1005,997,"7,15,17,85,57,32",170,110,33,0.5,0.3,LOW,1.4572112560272217
1002,993,"100,43,15,52,85,59,62",170,100,30,0.5,0.3,HIGH,1.6477017402648926
1008,997,"68,71,45,83,52,85,55",170,100,30,0.5,0.3,MEDIUM,1.4712133407592773
1005,992,"1,69,45,15,17,79,84,85",170,100,30,0.5,0.3,LOW,1.4918336868286133
1005,995,"73,15,82,84,85,63",170,90,27,0.5,0.3,HIGH,1.546642780303955
1005,996,"100,74,77,15,52,57,32",170,90,27,0.5,0.3,MEDIUM,1.6274290084838867
1008,997,"1,43,45,46,15,52,30,32",170,90,27,0.5,0.3,LOW,1.5280063152313232
1005,997,"37,79,15,83,84,85",170,80,24,0.5,0.3,HIGH,1.6087419986724854
1002,994,"69,74,43,79,15,82,63,96",170,80,24,0.5,0.3,MEDIUM,1.5120015144348145
1011,997,"74,45,15,83,52,85,84,91",170,80,24,0.5,0.3,LOW,1.601717472076416
1005,996,"43,13,45,79,15,52,85",170,70,21,0.5,0.3,HIGH,1.565812110900879
1005,995,"74,77,79,15,82,22,32,96",170,70,21,0.5,0.3,MEDIUM,1.5498549938201904
1008,995,"1,71,15,85,96,57,59,63",170,60,18,0.5,0.3,HIGH,1.495999813079834
1005,993,"45,15,22,55,30,63,32",170,70,21,0.5,0.3,LOW,1.6525788307189941
1008,997,"1,45,15,82,85,28,30,32",170,60,18,0.5,0.3,MEDIUM,1.6086976528167725
1005,991,"71,74,15,79,30,63",170,60,18,0.5,0.3,LOW,1.568805456161499
1008,997,"34,74,79,15,52,85,55",170,50,15,0.5,0.3,HIGH,1.6815016269683838
1002,992,"98,74,45,15,84,59",170,50,15,0.5,0.3,MEDIUM,1.690479040145874
1005,997,"65,71,43,45,15,82,57,32",170,50,15,0.5,0.3,LOW,1.66255521774292
1008,997,"1,57,6,71,43,45,15,85,59,32",170,40,12,0.5,0.3,HIGH,1.7373523712158203
1014,997,"1,6,74,45,15,52,85,55,32",170,40,12,0.5,0.3,MEDIUM,1.6138906478881836
1011,995,"1,74,43,45,15,79,83,84,85,22,32",170,40,12,0.5,0.3,LOW,1.740595817565918
1005,995,"7,15,22,57,30",170,30,9,0.5,0.3,HIGH,1.7505674362182617
1005,997,"1,9,45,79,85,92,32",170,30,9,0.5,0.3,LOW,1.673823595046997
1008,997,"43,79,15,84,85,22,57,59,32",170,20,6,0.5,0.3,HIGH,1.7318572998046875
1002,989,"1,71,43,45,15,52,84,85,57,32",170,30,9,0.5,0.3,MEDIUM,1.811645746231079
1005,997,"1,30,15,24",170,20,6,0.5,0.3,LOW,1.705322265625
1008,996,"1,69,15,79,82,52,85,57,30,32",170,20,6,0.5,0.3,MEDIUM,1.8761131763458252
1005,997,"7,74,46,82,85",160,150,45,0.5,0.3,MEDIUM,1.102691411972046
1008,996,"71,74,45,15,52,85,22,57,92,30",160,150,45,0.5,0.3,HIGH,1.135765552520752
1008,997,"1,68,43,15,83,85,93",170,10,3,0.5,0.3,HIGH,1.7643685340881348
1005,997,"79,83,85,93,30,96",170,10,3,0.5,0.3,MEDIUM,1.7364437580108643
1008,996,"15,17,82,85,52,55,32",170,10,3,0.5,0.3,LOW,1.7464351654052734
1008,997,"71,74,43,15,82,83,85,22,30,32",160,140,42,0.5,0.3,HIGH,1.0675630569458008
1005,997,"68,71,82,84,52,30",160,150,45,0.5,0.3,LOW,1.2580938339233398
1002,994,"74,43,79,52,55,23",160,140,42,0.5,0.3,LOW,1.2610673904418945
1008,996,"1,68,74,43,45,15,64",160,140,42,0.5,0.3,MEDIUM,1.297179937362671
1008,996,"1,69,43,15,84,85,22,59",160,130,39,0.5,0.3,MEDIUM,1.1523635387420654
1005,997,"1,3,45,82,52,22,57",160,130,39,0.5,0.3,HIGH,1.3219082355499268
1005,994,"1,43,12,45,85,22,30",160,130,39,0.5,0.3,LOW,1.3708078861236572
1008,997,"69,71,74,43,45,15,22,57,32",160,120,36,0.5,0.3,MEDIUM,1.172220230102539
1002,995,"100,45,85,30,95",160,120,36,0.5,0.3,HIGH,1.2571866512298584
1005,986,"1,74,45,15,83,84,59",160,120,36,0.5,0.3,LOW,1.198213815689087
